rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
1,2019,Subaru,Forester,touring,3,24988,No change noted,First seen this week,0,24988,24988,0,0,64953,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739500435,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-subaru-forester-2-5i-touring-touring-64-000km-low-mile/1739500435,0.40883999290760853,Kijiji,No,,,
2,2021,Subaru,Forester,touring,3,23500,No change noted,Unchanged for 1 weeks,1,23500,23500,0,0,85985,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739112050,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2021-subaru-outback-touring-eyesight-cvt-awd/1739112050,0.4122178260712217,Kijiji,No,,,
3,2021,Subaru,Forester,touring,3,26899,No change noted,Unchanged for 6 weeks,6,26899,26899,0,0,49574,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737660548,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2021-subaru-forester-2-5i-touring/1737660548,0.4161681992816698,Kijiji,No,,,
4,2023,Subaru,Forester,touring,3,23998,No change noted,Unchanged for 6 weeks,6,23998,23998,0,0,106000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737294225,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2023-subaru-forester-touring-carfax-power-seat-sunroof-awd/1737294225,0.4382213223120281,Kijiji,No,,,
5,2019,Subaru,Forester,touring,3,25110,No change noted,Unchanged for 2 weeks,2,25110,25110,0,0,111746,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739060814,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1739060814,0.4394759029509407,Kijiji,No,,,
6,2023,Subaru,Forester,touring,3,30552,No change noted,"Down $1,598 over 4 weeks",4,32150,30832,-280,-1598,30038,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738400696,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-touring-eyesight-cvt-awd/1738400696,0.4400676705753019,Kijiji,No,,,
7,2024,Subaru,Forester,touring,3,28995,No change noted,"Down $1,000 over 3 weeks",3,29995,28995,0,-1000,54570,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738701377,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-subaru-forester-touring-awd/1738701377,0.446134332915597,Kijiji,No,,,
8,2019,Subaru,Forester,Unknown,1,6375,No change noted,Unchanged for 3 weeks,3,6375,6375,0,0,175000,2.0L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738425177,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-hyundai-elantra-2-0l-4-cyl-manual-6-speed/1738425177,0.44760287663283826,Kijiji,No,,,
9,2020,Subaru,Forester,touring,3,24900,No change noted,Unchanged for 5 weeks,5,24900,24900,0,0,107336,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1732945400,https://www.kijiji.ca/v-cars-trucks/st-catharines/2020-subaru-forester-2-5i-touring/1732945400,0.4503006489079363,Kijiji,No,,,
10,2023,Subaru,Forester,touring,3,29493,No change noted,Unchanged for 1 weeks,1,29493,29493,0,0,52995,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739325207,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1739325207,0.45048395021352194,Kijiji,No,,,
11,2024,Subaru,Forester,touring,3,31495,No change noted,Unchanged for 4 weeks,4,31495,31495,0,0,38476,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738532943,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-subaru-forester-touring-carplay-bancs-chauffants/1738532943,0.45975816341081926,Kijiji,No,,,
12,2023,Subaru,Forester,touring,3,25900,No change noted,Down $600 over 6 weeks,6,26500,25900,0,-600,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731571251,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-subaru-forester-touring/1731571251,0.46882535286270743,Kijiji,No,,,
13,2023,Subaru,Forester,limited,2,29999,No change noted,"Down $2,889 over 5 weeks",5,32888,29999,0,-2889,8801,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738163869,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-limited-only-8-000-km/1738163869,0.46943562730363425,Kijiji,No,,,
14,2019,Subaru,Forester,convenience,1,16900,No change noted,Unchanged for 3 weeks,3,16900,16900,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738795946,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1738795946,0.4699158303354869,Kijiji,No,,,
15,2023,Subaru,Forester,touring,3,32749,No change noted,Unchanged for 3 weeks,3,32749,32749,0,0,34227,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738665620,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-awd-cruise-adapt-toit-ouvrant-cam-r/1738665620,0.47042694062554574,Kijiji,No,,,
16,2021,Subaru,Forester,touring,3,22995,No change noted,Unchanged for 5 weeks,5,22995,22995,0,0,154400,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737713877,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-2-5i-touring-awd-clean-loaded-priced/1737713877,0.47482262691426586,Kijiji,No,,,
17,2024,Subaru,Forester,touring,3,29998,No change noted,Unchanged for 2 weeks,2,29998,29998,0,0,71800,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738603358,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2024-subaru-forester-touring-carfax-awd-pano/1738603358,0.4753572096482973,Kijiji,No,,,
18,2024,Subaru,Forester,wilderness,3,33900,No change noted,Unchanged for 3 weeks,3,33900,33900,0,0,26094,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738616379,https://www.kijiji.ca/v-cars-trucks/st-catharines/2024-subaru-forester-wilderness/1738616379,0.4759738896711286,Kijiji,No,,,
19,2021,Subaru,Forester,touring,3,19995,No change noted,Unchanged for 5 weeks,5,19995,19995,0,0,191850,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737823176,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-touring-awd-clean-loaded-new-inspecti/1737823176,0.47666489336598483,Kijiji,No,,,
20,2023,Subaru,Forester,touring,3,24495,No change noted,Unchanged for 1 weeks,1,24495,24495,0,0,140776,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739259685,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-subaru-forester-touring-awd-no-accidents/1739259685,0.4790175861612011,Kijiji,No,,,
21,2022,Subaru,Forester,touring,3,25995,No change noted,"Down $1,000 over 6 weeks",6,26995,25995,0,-1000,123337,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735599733,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-subaru-forester-touring-awd-no-accidents/1735599733,0.479386257859869,Kijiji,No,,,
22,2023,Subaru,Forester,touring,3,32988,No change noted,First seen this week,0,32988,32988,0,0,42117,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739500430,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2023-subaru-forester-touring-touring-low-kms/1739500430,0.4811858618458126,Kijiji,No,,,
23,2022,Subaru,Forester,touring,3,21495,No change noted,Unchanged for 4 weeks,4,21495,21495,0,0,181000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1728211328,https://www.kijiji.ca/v-cars-trucks/fredericton/2022-subaru-forester-touring/1728211328,0.48364206012508093,Kijiji,No,,,
24,2019,Subaru,Forester,sport,2,23995,No change noted,Down $500 over 6 weeks,6,24495,23995,0,-500,78290,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1736870452,https://www.kijiji.ca/v-cars-trucks/granby/2019-subaru-forester-sport-2-5i-awd/1736870452,0.48539361741434567,Kijiji,No,,,
25,2020,Subaru,Forester,limited,2,13950,No change noted,"Down $1,000 over 4 weeks",4,14950,14450,-500,-1000,199201,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738504326,https://www.kijiji.ca/v-cars-trucks/cambridge/2020-subaru-forester-limited-safety-certified-one-owner/1738504326,0.4870647890661584,Kijiji,No,,,
26,2020,Subaru,Forester,limited,2,24464,No change noted,Unchanged for 1 weeks,1,24464,24464,0,0,80116,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Canmore, AB","Canmore, AB",242,address,1739304240,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-subaru-forester-limited/1739304240,0.4928090181471384,Kijiji,No,,,
27,2020,Subaru,Forester,limited,2,23995,No change noted,Unchanged for 1 weeks,1,23995,23995,0,0,87957,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739337401,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-subaru-forester-limited-awd-toit-ouvrant-wow/1739337401,0.4950892194403223,Kijiji,No,,,
28,2019,Subaru,Forester,sport,2,19950,No change noted,Down $49 over 3 weeks,3,19999,19950,0,-49,136355,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738707031,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-subaru-forester-2-5i-sport-w-eyesight-pkg/1738707031,0.49546992067302587,Kijiji,No,,,
29,2023,Subaru,Forester,TOURING AWD PNAORAMIC SUNROOF HEATED WHEEL,3,31977,No change noted,Unchanged for 2 weeks,2,31977,31977,0,0,56618,2.5L,Gasoline,Unknown,N/A,Go Auto Sherwood Park,Dealer,"2335 Broadmoor Blvd, Sherwood Park, AB, T8H 1N1","Sherwood Park, AB",165,address,30aa9e1f-c0de-460f-961f-68130c90f471,https://www.autotrader.ca/offers/subaru-forester-touring-awd-pnaoramic-sunroof-heated-wheel-gasoline-cat_ma67gr201384tr15027-30aa9e1f-c0de-460f-961f-68130c90f471,0.5040292201229193,AutoTrader,No,,,
30,2023,Subaru,Forester,touring,3,26995,No change noted,"Down $1,000 over 6 weeks",6,27995,26995,0,-1000,137017,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735350478,https://www.kijiji.ca/v-cars-trucks/kingston-on/2023-subaru-forester-touring-moonroof-eye-sight-package/1735350478,0.5050129125693665,Kijiji,No,,,
