rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
1,2015,Ford,F-350,lariat,3,17999,No change noted,"Down $4,000 over 7 weeks",7,21999,17999,0,-4000,400000,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1734896077,https://www.kijiji.ca/v-cars-trucks/edmonton/2015-ford-f-350-lariat-6-7l-powerstroke-diesel-4x4/1734896077,0.36992644969366906,Kijiji,No,,,
2,2015,Ford,F-350,xlt,2,14000,No change noted,Unchanged for 4 weeks,4,14000,14000,0,0,401672,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738669626,https://www.kijiji.ca/v-cars-trucks/calgary/2015-f350-f30-xlt-super-duty-crew-cab-4x4-6-7l-diesel/1738669626,0.40965615874067396,Kijiji,No,,,
3,2015,Ford,F-350,lariat,3,31900,No change noted,Unchanged for 7 weeks,7,31900,31900,0,0,281981,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1734834544,https://www.kijiji.ca/v-cars-trucks/calgary/2015-ford-super-duty-f-350-srw-lariat-6-7l-diesel-crew-cab/1734834544,0.4370230326848696,Kijiji,No,,,
4,2019,Ford,F 350,LARIAT,3,39900,"Reduced from $ 46,500,-","Down $6,600 over 5 weeks",5,46500,46500,-6600,-6600,140673,6.7L,Diesel,Unknown,N/A,Regal Auctions Ltd,Dealer,"2600 - 7th Avenue N.E., CALGARY, AB, T2A2L8","CALGARY, AB",149,city_center,856ea766-bb57-4c2b-bdfc-19ae761c8b91,https://www.autotrader.ca/offers/ford-f-350-super-duty-lariat-diesel-silver-cat_ma29gr18389tr11376-856ea766-bb57-4c2b-bdfc-19ae761c8b91,0.4568087045183431,AutoTrader,No,,,
5,2015,Ford,F-350,lariat,3,39995,No change noted,Unchanged for 1 weeks,1,39995,39995,0,0,219041,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739454516,https://www.kijiji.ca/v-cars-trucks/calgary/2015-ford-f-350-lariat-6-7l-diesel/1739454516,0.47929332437708144,Kijiji,No,,,
6,2015,Ford,F-350,lariat,3,26800,No change noted,Down $700 over 3 weeks,3,27500,27500,-700,-700,438000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",274,address,1737906720,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2015-f350-lariat-6-7l-diesel/1737906720,0.48738192005243425,Kijiji,No,,,
7,2016,Ford,F-350,xlt,2,29900,No change noted,"Down $1,000 over 6 weeks",6,30900,30900,-1000,-1000,275563,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737189627,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-super-duty-f-350-srw-xlt-6-7l-diesel-crew-cab-4w/1737189627,0.4915482716360296,Kijiji,No,,,
8,2018,Ford,F-350,lariat,3,46000,No change noted,Unchanged for 3 weeks,3,46000,46000,0,0,156000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739026777,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-350-lariat-6-7l-diesel-srw/1739026777,0.503183842371429,Kijiji,No,,,
9,2016,Ford,F-350,lariat,3,43680,No change noted,Unchanged for 7 weeks,7,43680,43680,0,0,216452,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",142,address,1737928701,https://www.kijiji.ca/v-cars-trucks/strathcona-county/2016-ford-super-duty-f-350-lariat-ultimate-6-7l-aftermarket/1737928701,0.5091003832446906,Kijiji,No,,,
10,2019,Ford,F-350,fx4,3,45900,No change noted,Unchanged for 3 weeks,3,45900,45900,0,0,176500,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Claresholm, AB","Claresholm, AB",274,address,1738744925,https://www.kijiji.ca/v-cars-trucks/nanaimo/2019-ford-f350-6-7l-diesel/1738744925,0.5355223264250206,Kijiji,No,,,
11,2017,Ford,F-350,lariat,3,44995,No change noted,First seen this week,0,44995,44995,0,0,252787,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739835301,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-super-duty-f-350-srw-lariat-6-7l-powerstroke-long/1739835301,0.5385628754010079,Kijiji,No,,,
12,2016,Ford,F-350,xlt,2,42900,No change noted,Unchanged for 7 weeks,7,42900,42900,0,0,153340,6.7L,Diesel,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1734918278,https://www.kijiji.ca/v-cars-trucks/edmonton/2016-ford-f-350-chassis-xlt-2016-ford-f-350-super-duty-6-7l/1734918278,0.5507299694381875,Kijiji,No,,,
13,2016,Ford,F-350,xlt,2,46000,No change noted,Unchanged for 1 weeks,1,46000,46000,0,0,112000,6.7L,Diesel,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739441198,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-350-xlt-crew-cab-6-7l-power-stroke-diesel-112-000/1739441198,0.5580925181705158,Kijiji,No,,,
